2.0356,RNCS Relative negative charged SA (SAMNEG*RNCG) [Zefirov's PC]
  0.0000e+00 ,HDSA H-donors surface area [Zefirov's PC]
  0.0000e+00 ,FHDSA Fractional HDSA (HDSA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HASA H-acceptors surface area [Zefirov's PC]
  0.0000e+00 ,FHASA Fractional HASA (HASA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HBSA H-bonding surface area [Zefirov's PC]
  0.0000e+00 ,FHBSA Fractional HBSA (HBSA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HDCA H-donors charged surface area [Zefirov's PC]
  0.0000e+00 ,FHDCA Fractional HDCA (HDCA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HACA H-acceptors charged surface area [Zefirov's PC]
  0.0000e+00 ,FHACA Fractional HACA (HACA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HBCA H-bonding charged surface area [Zefirov's PC]
  0.0000e+00 ,FHBCA Fractional HBSA (HBSA/TMSA) [Zefirov's PC]
5,"min(#HA, #HD) [Zefirov's PC]"
5,count of H-acceptor sites [Zefirov's PC]
19,count of H-donors sites [Zefirov's PC]
77.295,HA dependent HDSA-1 [Zefirov's PC]
0.1015,HA dependent HDSA-1/TMSA [Zefirov's PC]
18.9804,HA dependent HDSA-2 [Zefirov's PC]
0.0249,HA dependent HDSA-2/TMSA [Zefirov's PC]
0.6878,HA dependent HDSA-2/SQRT(TMSA) [Zefirov's PC]
2.5831,HA dependent HDCA-1 [Zefirov's PC]
  3.3923e-03 ,HA dependent HDCA-1/TMSA [Zefirov's PC]
0.6206,HA dependent HDCA-2 [Zefirov's PC]
  8.1497e-04 ,HA dependent HDCA-2/TMSA [Zefirov's PC]
0.0225,HA dependent HDCA-2/SQRT(TMSA) [Zefirov's PC]
90.9043,HASA-1 [Zefirov's PC]
0.1194,HASA-1/TMSA [Zefirov's PC]
16.5139,HASA-2 [Zefirov's PC]
0.0217,HASA-2/TMSA [Zefirov's PC]
0.5984,HASA-2/SQRT(TMSA) [Zefirov's PC]
6.7544,HACA-1 [Zefirov's PC]
  8.8701e-03 ,HACA-1/TMSA [Zefirov's PC]
1.4031,HACA-2 [Zefirov's PC]
  1.8426e-03 ,HACA-2/TMSA [Zefirov's PC]
0.0508,HACA-2/SQRT(TMSA) [Zefirov's PC]
158.8483,Final heat of formation
2.6923,Final heat of formation / # of atoms
80,No. of occupied electronic levels
1.3559,No. of occupied electronic levels / # of atoms
-9.0261,HOMO-1 energy
-8.5109,HOMO energy
-0.6336,LUMO energy
-0.0235,LUMO+1 energy
7.8773,HOMO - LUMO energy gap
  1.9853e-05 ,Min nucleoph. react. index for a N atom
0.0145,Max nucleoph. react. index for a N atom
  3.0813e-03 ,Avg nucleoph. react. index for a N atom
  1.7768e-06 ,Min nucleoph. react. index for a C atom
0.0161,Max nucleoph. react. index for a C atom
  3.2243e-03 ,Avg nucleoph. react. index for a C atom
  2.4458e-06 ,Min electroph. react. index for a N atom
  4.0758e-03 ,Max electroph. react. index for a N atom
  1.3227e-03 ,Avg electroph. react. index for a N atom
  1.2882e-07 ,Min electroph. react. index for a C atom
0.0143,Max electroph. react. index for a C atom
  3.6972e-03 ,Avg electroph. react. index for a C atom
 -1.6086e-03 ,Min 1-electron react. index for a N atom
  2.8850e-03 ,Max 1-electron react. index for a N atom
  9.5476e-05 ,Avg 1-electron react. index for a N atom
-0.0181,Min 1-electron react. index for a C atom
0.014,Max 1-electron react. index for a C atom
 -4.3347e-05 ,Avg 1-electron react. index for a C atom
-0.043,Max net atomic charge for a N atom
-0.2754,Min net atomic charge for a N atom
  5.5000e-03 ,Max net atomic charge for a C atom
-0.1803,Min net atomic charge for a C atom
0.1722,Max net atomic charge for a H atom
0.0639,Min net atomic charge for a H atom
0.1722,Max net atomic charge
-0.2754,Min net atomic charge
4.334,Tot point-charge comp. of the molecular dipole
1.031,Tot hybridization comp. of the molecular dipole
5.105,Tot dipole of the molecule
0.0618,Image of the Onsager-Kirkwood solvation energy
761.824,TMSA Total molecular surface area [Quantum-Chemical PC]
503.5309,PPSA-1 Partial positive surface area [Quantum-Chemical PC]
258.2933,PNSA-1 Partial negative surface area [Quantum-Chemical PC]
245.2375,DPSA-1 Difference in CPSAs (PPSA1-PNSA1) [Quantum-Chemical PC]
0.661,FPSA-1 Fractional PPSA (PPSA-1/TMSA) [Quantum-Chemical PC]
0.339,FNSA-1 Fractional PNSA (PNSA-1/TMSA) [Quantum-Chemical PC]
383.6019,WPSA-1 Weighted PPSA (PPSA1*TMSA/1000) [Quantum-Chemical PC]
196.7741,WNSA-1 Weighted PNSA (PNSA1*TMSA/1000) [Quantum-Chemical PC]
  1.5576e+03 ,PPSA-2 Total charge weighted PPSA [Quantum-Chemical PC]
-798.9012,PNSA-2 Total charge weighted PNSA [Quantum-Chemical PC]
  2.3565e+03 ,DPSA-2 Difference in CPSAs (PPSA2-PNSA2) [Quantum-Chemical PC]
2.0445,FPSA-2 Fractional PPSA (PPSA-2/TMSA) [Quantum-Chemical PC]
-1.0487,FNSA-2 Fractional PNSA (PNSA-2/TMSA) [Quantum-Chemical PC]
  1.1866e+03 ,WPSA-2 Weighted PPSA (PPSA2*TMSA/1000) [Quantum-Chemical PC]
-608.6221,WNSA-2 Weighted PNSA (PNSA2*TMSA/1000) [Quantum-Chemical PC]
57.0353,PPSA-3 Atomic charge weighted PPSA [Quantum-Chemical PC]
-24.6323,PNSA-3 Atomic charge weighted PNSA [Quantum-Chemical PC]
81.6676,DPSA-3 Difference in CPSAs (PPSA3-PNSA3) [Quantum-Chemical PC]
0.0749,FPSA-3 Fractional PPSA (PPSA-3/TMSA) [Quantum-Chemical PC]
-0.0323,FNSA-3 Fractional PNSA (PNSA-3/TMSA) [Quantum-Chemical PC]
43.4509,WPSA-3 Weighted PPSA (PPSA3*TMSA/1000) [Quantum-Chemical PC]
-18.7655,WNSA-3 Weighted PNSA (PNSA3*TMSA/1000) [Quantum-Chemical PC]
0.0557,RPCG Relative positive charge (QMPOS/QTPLUS) [Quantum-Chemical PC]
0.7437,RPCS Relative positive charged SA (SAMPOS*RPCG) [Quantum-Chemical PC]
0.089,RNCG Relative negative charge (QMNEG/QTMINUS) [Quantum-Chemical PC]
1.0842,RNCS Relative negative charged SA (SAMNEG*RNCG) [Quantum-Chemical PC]
  0.0000e+00 ,HDSA H-donors surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHDSA Fractional HDSA (HDSA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HASA H-acceptors surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHASA Fractional HASA (HASA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HBSA H-bonding surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHBSA Fractional HBSA (HBSA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HDCA H-donors charged surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHDCA Fractional HDCA (HDCA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HACA H-acceptors charged surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHACA Fractional HACA (HACA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HBCA H-bonding charged surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHBCA Fractional HBSA (HBSA/TMSA) [Quantum-Chemical PC]
5,"min(#HA, #HD) [Quantum-Chemical PC]"
5,count of H-acceptor sites [Quantum-Chemical PC]
17,count of H-donors sites [Quantum-Chemical PC]
91.6089,HA dependent HDSA-1 [Quantum-Chemical PC]
0.1202,HA dependent HDSA-1/TMSA [Quantum-Chemical PC]
21.1,HA dependent HDSA-2 [Quantum-Chemical PC]
0.0277,HA dependent HDSA-2/TMSA [Quantum-Chemical PC]
0.7645,HA dependent HDSA-2/SQRT(TMSA) [Quantum-Chemical PC]
10.4053,HA dependent HDCA-1 [Quantum-Chemical PC]
0.0137,HA dependent HDCA-1/TMSA [Quantum-Chemical PC]
2.3977,HA dependent HDCA-2 [Quantum-Chemical PC]
  3.1473e-03 ,HA dependent HDCA-2/TMSA [Quantum-Chemical PC]
0.0869,HA dependent HDCA-2/SQRT(TMSA) [Quantum-Chemical PC]
91.3672,HASA-1 [Quantum-Chemical PC]
0.1199,HASA-1/TMSA [Quantum-Chemical PC]
16.5753,HASA-2 [Quantum-Chemical PC]
0.0218,HASA-2/TMSA [Quantum-Chemical PC]
0.6005,HASA-2/SQRT(TMSA) [Quantum-Chemical PC]
8.251,HACA-1 [Quantum-Chemical PC]
0.0108,HACA-1/TMSA [Quantum-Chemical PC]
2.0834,HACA-2 [Quantum-Chemical PC]
  2.7348e-03 ,HACA-2/TMSA [Quantum-Chemical PC]
0.0755,HACA-2/SQRT(TMSA) [Quantum-Chemical PC]
0.8101,Min atomic orbital electronic population
1.8242,Max atomic orbital electronic population
0.9739,Max SIGMA-SIGMA bond order
0.0215,Max SIGMA-PI bond order
1.9142,Max PI-PI bond order
2.1359,Max bonding contribution of a MO
-2.1341,Max antibonding contribution of a MO
3.0028,Min valency of a N atom
3.4094,Max valency of a N atom
3.0988,Avg valency of a N atom
0.9361,Min (>0.1) bond order of a N atom
2.8854,Max bond order of a N atom
1.2274,Avg bond order of a N atom
3.8804,Min valency of a C atom
3.9526,Max valency of a C atom
3.9277,Avg valency of a C atom
0.1047,Min (>0.1) bond order of a C atom
2.8854,Max bond order of a C atom
1.028,Avg bond order of a C atom
0.9703,Min valency of a H atom
0.9959,Max valency of a H atom
0.9861,Avg valency of a H atom
0.9287,Min (>0.1) bond order of a H atom
0.9745,Max bond order of a H atom
0.9531,Avg bond order of a H atom
126.2137,Min e-e repulsion for a N atom
138.4152,Max e-e repulsion for a N atom
315.1004,Min e-n attraction for a N atom
325.1924,Max e-n attraction for a N atom
183.3703,Min atomic state energy for a N atom
188.8866,Max atomic state energy for a N atom
70.7991,Min e-e repulsion for a C atom
77.4899,Max e-e repulsion for a C atom
173.2211,Min e-n attraction for a C atom
180.6689,Max e-n attraction for a C atom
102.0022,Min atomic state energy for a C atom
103.4546,Max atomic state energy for a C atom
2.2009,Min e-e repulsion for a H atom
2.8145,Max e-e repulsion for a H atom
9.4337,Min e-n attraction for a H atom
10.6679,Max e-n attraction for a H atom
7.2328,Min atomic state energy for a H atom
7.8534,Max atomic state energy for a H atom
12.5906,Min resonance energy for a C-C bond
18.5092,Max resonance energy for a C-C bond
5.2784,Min exchange energy for a C-C bond
8.5542,Max exchange energy for a C-C bond
119.7124,Min e-e repulsion for a C-C bond
129.5585,Max e-e repulsion for a C-C bond
241.2012,Min e-n attraction for a C-C bond
256.4357,Max e-n attraction for a C-C bond
123.3389,Min n-n repulsion for a C-C bond
133.2547,Max n-n repulsion for a C-C bond
4.3154,Min coulombic interaction for a C-C bond
6.3703,Max coulombic interaction for a C-C bond
13.5536,Min total interaction for a C-C bond
20.8093,Max total interaction for a C-C bond
14.8896,Min resonance energy for a C-N bond
33.242,Max resonance energy for a C-N bond
5.4675,Min exchange energy for a C-N bond
15.3129,Max exchange energy for a C-N bond
160.0156,Min e-e repulsion for a C-N bond
173.0933,Max e-e repulsion for a C-N bond
316.9618,Min e-n attraction for a C-N bond
351.7475,Max e-n attraction for a C-N bond
162.7515,Min n-n repulsion for a C-N bond
192.7892,Max n-n repulsion for a C-N bond
5.8053,Min coulombic interaction for a C-N bond
14.135,Max coulombic interaction for a C-N bond
14.4582,Min total interaction for a C-N bond
34.4198,Max total interaction for a C-N bond
10.4122,Min resonance energy for a C-H bond
11.3698,Max resonance energy for a C-H bond
5.2082,Min exchange energy for a C-H bond
5.3616,Max exchange energy for a C-H bond
30.5308,Min e-e repulsion for a C-H bond
33.8964,Max e-e repulsion for a C-H bond
66.7055,Min e-n attraction for a C-H bond
69.9073,Max e-n attraction for a C-H bond
39.317,Min n-n repulsion for a C-H bond
40.4886,Max n-n repulsion for a C-H bond
3.5963,Min coulombic interaction for a C-H bond
3.8695,Max coulombic interaction for a C-H bond
12.0055,Min total interaction for a C-H bond
12.8016,Max total interaction for a C-H bond
13.1975,Min resonance energy for a H-N bond
13.1975,Max resonance energy for a H-N bond
5.4015,Min exchange energy for a H-N bond
5.4015,Max exchange energy for a H-N bond
42.5265,Min e-e repulsion for a H-N bond
42.5265,Max e-e repulsion for a H-N bond
91.283,Min e-n attraction for a H-N bond
91.283,Max e-n attraction for a H-N bond
54.2911,Min n-n repulsion for a H-N bond
54.2911,Max n-n repulsion for a H-N bond
5.5347,Min coulombic interaction for a H-N bond
5.5347,Max coulombic interaction for a H-N bond
13.0644,Min total interaction for a H-N bond
13.0644,Max total interaction for a H-N bond
 -6.6444e+03 ,Tot molecular 1-center E-N attraction
-112.6162,Tot molecular 1-center E-N attraction / # of atoms
  2.7291e+03 ,Tot molecular 1-center E-E repulsion
46.2559,Tot molecular 1-center E-E repulsion / # of atoms
-888.9634,Tot molecular 2-center resonance energy
-15.0672,Tot molecular 2-center resonance energy / # of atoms
-403.3899,Tot molecular 2-center exchange energy
-6.8371,Tot molecular 2-center exchange energy / # of atoms
347.1471,Tot molecular electrostatic interaction
5.8838,Tot molecular electrostatic interaction / # of atoms
  7.2880e-03 ,Principal moment of inertia A
  1.2353e-04 ,Principal moment of inertia A / # of atoms
  2.3520e-03 ,Principal moment of inertia B
  3.9864e-05 ,Principal moment of inertia B / # of atoms
  1.8950e-03 ,Principal moment of inertia C
  3.2119e-05 ,Principal moment of inertia C / # of atoms
289.9717,ALFA polarizability (DIP)
114.641,1X BETA polarizability (DIP)
57.321,(1/2)X BETA polarizability (DIP)
  1.2465e+05 ,1X GAMMA polarizability (DIP)
  2.0776e+04 ,(1/6)X GAMMA polarizability (DIP)
2 381,
62,Number of atoms
28,Number of C  atoms
0.4516,Relative number of C  atoms
29,Number of H  atoms
0.4677,Relative number of H  atoms
  0.0000e+00 ,Number of O  atoms
  0.0000e+00 ,Relative number of O  atoms
5,Number of N  atoms
0.0806,Relative number of N  atoms
  0.0000e+00 ,Number of S  atoms
  0.0000e+00 ,Relative number of S  atoms
  0.0000e+00 ,Number of F  atoms
  0.0000e+00 ,Relative number of F  atoms
  0.0000e+00 ,Number of Cl atoms
  0.0000e+00 ,Relative number of Cl atoms
  0.0000e+00 ,Number of Br atoms
  0.0000e+00 ,Relative number of Br atoms
  0.0000e+00 ,Number of I  atoms
  0.0000e+00 ,Relative number of I  atoms
  0.0000e+00 ,Number of P  atoms
  0.0000e+00 ,Relative number of P  atoms
66,Number of bonds
49,Number of single bonds
0.7424,Relative number of single bonds
4,Number of double bonds
0.0606,Relative number of double bonds
1,Number of triple bonds
0.0152,Relative number of triple bonds
12,Number of aromatic bonds
0.1818,Relative number of aromatic bonds
5,Number of rings
0.0806,Relative number of rings
2,Number of benzene rings
0.0323,Relative number of benzene rings
435.5721,Molecular weight
7.0254,Relative molecular weight
  3.0677e+03 ,Gravitation index (all bonds)
  7.1799e+03 ,Gravitation index (all pairs)
  3.1350e+03 ,Wiener index
22.949,Randic index (order 0)
16.0292,Randic index (order 1)
14.5718,Randic index (order 2)
12.8165,Randic index (order 3)
19.2526,Kier&Hall index (order 0)
11.5607,Kier&Hall index (order 1)
9.1442,Kier&Hall index (order 2)
6.8467,Kier&Hall index (order 3)
21.5407,Kier shape index (order 1)
8.9151,Kier shape index (order 2)
4.2115,Kier shape index (order 3)
5.8194,Kier flexibility index
1.9163,Average Information content (order 0)
118.8132,Information content (order 0)
0.3218,Average Structural Information content (order 0)
19.9545,Structural Information content (order 0)
4.0379,Average Complementary Information content (order 0)
250.347,Complementary Information content (order 0)
0.317,Average Bonding Information content (order 0)
19.6568,Bonding Information content (order 0)
3.7493,Average Information content (order 1)
232.454,Information content (order 1)
0.6297,Average Structural Information content (order 1)
39.0404,Structural Information content (order 1)
2.2049,Average Complementary Information content (order 1)
136.7061,Complementary Information content (order 1)
0.6203,Average Bonding Information content (order 1)
38.4578,Bonding Information content (order 1)
4.8331,Average Information content (order 2)
299.6504,Information content (order 2)
0.8117,Average Structural Information content (order 2)
50.3259,Structural Information content (order 2)
1.1211,Average Complementary Information content (order 2)
69.5098,Complementary Information content (order 2)
0.7996,Average Bonding Information content (order 2)
49.5749,Bonding Information content (order 2)
1.5647,Balaban index
  7.0162e-03 ,Moment of inertia A
  2.0928e-03 ,Moment of inertia B
  1.7313e-03 ,Moment of inertia C
123.8024,XY Shadow
0.5115,XY Shadow / XY Rectangle
65.3011,YZ Shadow
0.6873,YZ Shadow / YZ Rectangle
95.8818,ZX Shadow
0.69,ZX Shadow / ZX Rectangle
425.6671,Molecular volume
0.2381,Molecular volume / XYZ Box
440.8205,Molecular surface area
0.031,Max partial charge for a C  atom [Zefirov's PC]
-0.0292,Min partial charge for a C  atom [Zefirov's PC]
-0.06,Max partial charge for a N  atom [Zefirov's PC]
-0.1229,Min partial charge for a N  atom [Zefirov's PC]
0.043,Max partial charge for a H  atom [Zefirov's PC]
0.0143,Min partial charge for a H  atom [Zefirov's PC]
0.043,Max partial charge (Qmax)
-0.1229,Min partial charge (Qmin)
0.1659,Polarity parameter (Qmax-Qmin)
0.1659,Polarity parameter / square distance
4.6418,Topographic electronic index (all pairs) [Zefirov's PC]
1.7893,Topographic electronic index (all bonds) [Zefirov's PC]
782.971,TMSA Total molecular surface area [Zefirov's PC]
596.2664,PPSA-1 Partial positive surface area [Zefirov's PC]
186.7048,PNSA-1 Partial negative surface area [Zefirov's PC]
409.5616,DPSA-1 Difference in CPSAs (PPSA1-PNSA1) [Zefirov's PC]
0.7615,FPSA-1 Fractional PPSA (PPSA-1/TMSA) [Zefirov's PC]
0.2385,FNSA-1 Fractional PNSA (PNSA-1/TMSA) [Zefirov's PC]
466.8593,WPSA-1 Weighted PPSA (PPSA1*TMSA/1000) [Zefirov's PC]
146.1844,WNSA-1 Weighted PNSA (PNSA1*TMSA/1000) [Zefirov's PC]
456.5154,PPSA-2 Total charge weighted PPSA [Zefirov's PC]
-142.9455,PNSA-2 Total charge weighted PNSA [Zefirov's PC]
599.4608,DPSA-2 Difference in CPSAs (PPSA2-PNSA2) [Zefirov's PC]
0.5831,FPSA-2 Fractional PPSA (PPSA-2/TMSA) [Zefirov's PC]
-0.1826,FNSA-2 Fractional PNSA (PNSA-2/TMSA) [Zefirov's PC]
357.4383,WPSA-2 Weighted PPSA (PPSA2*TMSA/1000) [Zefirov's PC]
-111.9222,WNSA-2 Weighted PNSA (PNSA2*TMSA/1000) [Zefirov's PC]
13.6108,PPSA-3 Atomic charge weighted PPSA [Zefirov's PC]
-7.5714,PNSA-3 Atomic charge weighted PNSA [Zefirov's PC]
21.1822,DPSA-3 Difference in CPSAs (PPSA3-PNSA3) [Zefirov's PC]
0.0174,FPSA-3 Fractional PPSA (PPSA-3/TMSA) [Zefirov's PC]
 -9.6701e-03 ,FNSA-3 Fractional PNSA (PNSA-3/TMSA) [Zefirov's PC]
10.6569,WPSA-3 Weighted PPSA (PPSA3*TMSA/1000) [Zefirov's PC]
-5.9282,WNSA-3 Weighted PNSA (PNSA3*TMSA/1000) [Zefirov's PC]
0.0561,RPCG Relative positive charge (QMPOS/QTPLUS) [Zefirov's PC]
1.4187,RPCS Relative positive charged SA (SAMPOS*RPCG) [Zefirov's PC]
0.1606,RNCG Relative negative charge (QMNEG/QTMINUS) [Zefirov's PC]
1.1731,RNCS Relative negative charged SA (SAMNEG*RNCG) [Zefirov's PC]
  0.0000e+00 ,HDSA H-donors surface area [Zefirov's PC]
  0.0000e+00 ,FHDSA Fractional HDSA (HDSA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HASA H-acceptors surface area [Zefirov's PC]
  0.0000e+00 ,FHASA Fractional HASA (HASA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HBSA H-bonding surface area [Zefirov's PC]
  0.0000e+00 ,FHBSA Fractional HBSA (HBSA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HDCA H-donors charged surface area [Zefirov's PC]
  0.0000e+00 ,FHDCA Fractional HDCA (HDCA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HACA H-acceptors charged surface area [Zefirov's PC]
  0.0000e+00 ,FHACA Fractional HACA (HACA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HBCA H-bonding charged surface area [Zefirov's PC]
  0.0000e+00 ,FHBCA Fractional HBSA (HBSA/TMSA) [Zefirov's PC]
5,"min(#HA, #HD) [Zefirov's PC]"
5,count of H-acceptor sites [Zefirov's PC]
21,count of H-donors sites [Zefirov's PC]
89.7003,HA dependent HDSA-1 [Zefirov's PC]
0.1146,HA dependent HDSA-1/TMSA [Zefirov's PC]
20.192,HA dependent HDSA-2 [Zefirov's PC]
0.0258,HA dependent HDSA-2/TMSA [Zefirov's PC]
0.7216,HA dependent HDSA-2/SQRT(TMSA) [Zefirov's PC]
3.3591,HA dependent HDCA-1 [Zefirov's PC]
  4.2901e-03 ,HA dependent HDCA-1/TMSA [Zefirov's PC]
0.7368,HA dependent HDCA-2 [Zefirov's PC]
  9.4105e-04 ,HA dependent HDCA-2/TMSA [Zefirov's PC]
0.0263,HA dependent HDCA-2/SQRT(TMSA) [Zefirov's PC]
84.7756,HASA-1 [Zefirov's PC]
0.1083,HASA-1/TMSA [Zefirov's PC]
15.6477,HASA-2 [Zefirov's PC]
0.02,HASA-2/TMSA [Zefirov's PC]
0.5592,HASA-2/SQRT(TMSA) [Zefirov's PC]
6.1014,HACA-1 [Zefirov's PC]
  7.7926e-03 ,HACA-1/TMSA [Zefirov's PC]
1.3091,HACA-2 [Zefirov's PC]
  1.6719e-03 ,HACA-2/TMSA [Zefirov's PC]
0.0468,HACA-2/SQRT(TMSA) [Zefirov's PC]
148.9654,Final heat of formation
2.4027,Final heat of formation / # of atoms
83,No. of occupied electronic levels
1.3387,No. of occupied electronic levels / # of atoms
-8.9983,HOMO-1 energy
-8.4524,HOMO energy
-0.5913,LUMO energy
0.0768,LUMO+1 energy
7.8611,HOMO - LUMO energy gap
  6.1736e-07 ,Min nucleoph. react. index for a C atom
0.0165,Max nucleoph. react. index for a C atom
  3.1094e-03 ,Avg nucleoph. react. index for a C atom
